product_code,type,brands,lens_width,location,stock,cost_price,sale_price_s,sale_price_a,mrp,comments
RX7128_2475_53,RECTANGLE FULL SHEET FRAME,RAYBAN,53.0,T46S3-1,1.0,,4590.0,,4590.0,
REl18517_NSZ_M,SUNGLASS,REEBOK,M,T44S3-1,1.0,,4999.0,,4999.0,AVIATOR
SC1863_C1_52,SUNGLASS,SCOTT,52.0,D12-1,1.0,,1800.0,,1800.0,
SC1885_C3_59,SUNGLASS,SCOTT,59.0,"C1R1B1-2,D12-1",3.0,,1800.0,,1800.0,
SC2843_C1_61,SUNGLASS,SCOTT,61.0,"D12-1,C1R1B1-1",2.0,,1800.0,,1800.0,
SC2844_C2_60,SUNGLASS,SCOTT,60.0,D12-1,1.0,,1800.0,,1800.0,
SC4614_C4_51,RECATNGLE SUPRA METAL FRAME,SCOTT,51.0,"C1R1B1-2,T79S1-1",3.0,,1800.0,,1800.0,
SC4616_C3_51,RECATNGLE SUPRA METAL FRAME,SCOTT,51.0,"C1R1B1-3,T79S1-1",4.0,,1800.0,,1800.0,
SC4632_C2_49,RECATNGLE SUPRA METAL FRAME,SCOTT,49.0,T79S1-1,1.0,,1800.0,,1800.0,
SC4715_C2_52,RECTANGLE FULL SHEET FRAME,SCOTT,52.0,T32S3-1,1.0,,1800.0,,1800.0,
SC4750_C1_52,RECATNGLE SUPRA METAL FRAME,SCOTT,52.0,D11-1,1.0,,1800.0,,1800.0,
SC748_C589_51,RECTANGLE FULL SHEET FRAME,SCOTT,51.0,T32S3-1,1.0,,1800.0,,1800.0,
ST10109_C4_54,RECTANGLE FULL SHEET FRAME,STERLING,54.0,T78S3-1,1.0,,3000.0,,3000.0,
ST10111_C1_49,ROUND FULL METAL FRAME,STERLING,49.0,T33S3-1,1.0,,2775.0,,2775.0,
ST10111_C9_49,ROUND FULL METAL FRAME,STERLING,49.0,T78S3-1,1.0,,2775.0,,2775.0,
ST10107_C5_52,RECTANGLE FULL SHEET FRAME,STERLING,52.0,T78S3-1,1.0,,3000.0,,3000.0,
ST10121_C3_52,RECTANGLE FULL METAL FRAME,STERLING,52.0,T78S3-1,1.0,,2925.0,,2925.0,
ST55093_C4_52,RECTANGLE SUPRA METAL FRAME,STERLING,52.0,D11-1,1.0,,2675.0,,2675.0,
SE1142_C2_54,,SEQUINZE,54.0,D11-1,1.0,,1560.0,,1560.0,
SE1157_C1_52,,SEQUINZE,52.0,T78S2-1,1.0,,1560.0,,1560.0,
SE1167_C9_52,,SEQUINZE,52.0,T78S2-1,1.0,,1560.0,,1560.0,
SE1170_C1_53,,SEQUINZE,53.0,NA,0.0,,1560.0,,1560.0,
SE1184_C5_55,RECATNGLE SUPRA METAL FRAME,SEQUINZE,55.0,CT4-1,1.0,,1560.0,,1560.0,
SE1237_C4_52,,SEQUINZE,52.0,T78S2-1,1.0,,1560.0,,1560.0,
SE1276_C4_52,,SEQUINZE,52.0,T78S2-1,1.0,,1560.0,,1560.0,
SE1512_C1_53,,SEQUINZE,53.0,T78S1-1,1.0,,1560.0,,1560.0,
SE1262_C3_48,ROUND FULL METAL FRAME,SEQUINZE,48.0,D11-1,1.0,,1560.0,,1560.0,
IS6140_C06_52,SUNGLASS,SEQUINZE,52.0,T78S1-1,1.0,,1560.0,,1560.0,
TF276_74Z_59,SUNGLASS,TOM FORD,59.0,T43S2-1,1.0,,24500.0,,24500.0,
TF318_01B_62,SUNGLASS,TOM FORD,62.0,T43S2-1,1.0,,24500.0,,24500.0,GLASS DAMAGED RETURN PCS FROM INDRESH TO PHOTOGRAPHY
TF376_90B_58,SUNGLASS,TOM FORD,58.0,T43S3-1,1.0,,24500.0,,24500.0,
TH2512_C1_53,,TOMMY HILFIGER,53.0,T51S1-1,1.0,,8625.0,,8625.0,
TH2512_C3_53,SUNGLASS,TOMMY HILFIGER,53.0,"T38S3-1,C1R2-1",2.0,,8625.0,,8625.0,
TH2514_C1_53,SUNGLASS,TOMMY HILFIGER,53.0,"T38S2-1,C1R2-1",2.0,,8970.0,,8970.0,
TH2514_C2_53,SUNGLASS,TOMMY HILFIGER,53.0,"T38S2-1,C1R2-1",2.0,,,,,
TH2515_C3_50,SUNGLASS,TOMMY HILFIGER,50.0,"T38S1-1,C1R2-3",4.0,,,,,
TH2527_C1_62,,TOMMY HILFIGER,62.0,D3-1,1.0,,7880.0,,7880.0,
TH2527_C3_62,SUNGLASS,TOMMY HILFIGER,62.0,T50S2-1,1.0,,7880.0,,7880.0,
TH2529_C1_49,SUNGLASS,TOMMY HILFIGER,49.0,T80S2-1,1.0,,8900.0,,8900.0,
TH2529_C2_49,SUNGLASS,TOMMY HILFIGER,49.0,T80S2-1,1.0,,8900.0,,8900.0,
TH2529_C3_49,SUNGLASS,TOMMY HILFIGER,49.0,"T51S2-1,S3-1",2.0,,8900.0,,8900.0,
TH2529_C4_49,SUNGLASS,TOMMY HILFIGER,49.0,T51S3-1,1.0,,8900.0,,8900.0,
TH2530_C1_51,SUNGLASS,TOMMY HILFIGER,51.0,T38S1-1,1.0,,,,,
TH2530_C2_51,SUNGLASS,TOMMY HILFIGER,51.0,"C1R2-2,T80S2-1",3.0,,,,,
TH2530_C4_51,SUNGLASS,TOMMY HILFIGER,51.0,D3-1,1.0,,8190.0,,8190.0,
TH2536_C2_55,SUNGLASS,TOMMY HILFIGER,55.0,"T38S3-1,C1R2-1",2.0,,,,,
TH2536_C3_55,SUNGLASS,TOMMY HILFIGER,55.0,"T38S3-1,C1R2-1",2.0,,,,,
TH2537_C2_55,SUNGLASS,TOMMY HILFIGER,55.0,T80S1-1,1.0,,7590.0,,7590.0,
TH2543_C3_59,SUNGLASS,TOMMY HILFIGER,59.0,T50S1-1,1.0,,,,,
TH2543_C4_59,SUNGLASS,TOMMY HILFIGER,59.0,D3-1,1.0,,7900.0,,7900.0,
TH2544_C3_60,SUNGLASS,TOMMY HILFIGER,60.0,T50S1-1,1.0,,,,,
TH2544_C4_60,SUNGLASS,TOMMY HILFIGER,60.0,T40S3-1,1.0,,,,,
TH3166_C2_47,FRAME,TOMMY HILFIGER,47.0,T33S2-1,1.0,,,,,
TH3166_C3_47,FRAME,TOMMY HILFIGER,47.0,T33S2-1,1.0,,,,,
TH5690_C1_52,FRAME,TOMMY HILFIGER,52.0,T33S2-1,1.0,,,,,
TH5734_C1_52,FRAME,TOMMY HILFIGER,52.0,T33S3-1,1.0,,,,,
TH5734_C2_52,FRAME,TOMMY HILFIGER,52.0,T33S1-1,1.0,,6610.0,,6610.0,
TH5734_C3_52,FRAME,TOMMY HILFIGER,52.0,T33S3-1,1.0,,,,,
TH5734_C4_52,FRAME,TOMMY HILFIGER,52.0,T33S1-1,1.0,,6610.0,,6610.0,
TH6000_C2_52,FRAME,TOMMY HILFIGER,52.0,T33S2-1,1.0,,,,,
TH6113_C3_51,FRAME,TOMMY HILFIGER,51.0,T33S3-1,1.0,,,,,
TH6213_C3_54,FRAME,TOMMY HILFIGER,54.0,T73S2-1,1.0,,5400.0,,5400.0,
TH7848_C3_57,SUNGLASS,TOMMY HILFIGER,57.0,D3-1,1.0,,,,,
TH7862_C2_55,SUNGLASS,TOMMY HILFIGER,55.0,T50S2-1,1.0,,,,,
TH7869_C2_60,SUNGLASS,TOMMY HILFIGER,60.0,D2-1,1.0,,7650.0,,7650.0,SCRATCH
TH7881_C3_59,SUNGLASS,TOMMY HILFIGER,59.0,T38S1-1,1.0,,7590.0,,7590.0,
TH7898_C1_55,SUNGLASS,TOMMY HILFIGER,55.0,C1R2-1,1.0,,,,,
TH7898_C2_55,SUNGLASS,TOMMY HILFIGER,55.0,T40S1-1,1.0,,,,,
TH7898_C8_55,SUNGLASS,TOMMY HILFIGER,55.0,T40S1-1,1.0,,,,,
TH7910_C5_55,SUNGLASS,TOMMY HILFIGER,55.0,T50S2-1,1.0,,,,,
TH7912_C1_60,SUNGLASS,TOMMY HILFIGER,60.0,T50S3-1,1.0,,,,,
TH7914_C4_48,,TOMMY HILFIGER,48.0,T51S1-1,1.0,,,,,
TH7920_C2_56,SUNGLASS,TOMMY HILFIGER,56.0,T38S2-1,1.0,,,,,
TH7921_C3_55,SUNGLASS,TOMMY HILFIGER,55.0,"C1R2-1,T51S2-1",2.0,,6250.0,,6250.0,
TH7920_C1_56,SUNGLASS,TOMMY HILFIGER,56.0,T80S1-1,1.0,,,,,
TH7975_C3_50,SUNGLASS,TOMMY HILFIGER,50.0,T51S3-1,1.0,,,,,
TH7976_C1_52,SUNGLASS,TOMMY HILFIGER,52.0,T50S3-1,1.0,,,,,
TH7977_C1_56,SUNGLASS,TOMMY HILFIGER,56.0,T80S1-1,1.0,,,,,
TH7981_C1_58,SUNGLASS,TOMMY HILFIGER,58.0,T80S3-1,1.0,,6900.0,,6900.0,
TH7981_C3_58,SUNGLASS,TOMMY HILFIGER,58.0,T80S3-1,1.0,,6900.0,,6900.0,
TH7981_C4_58,SUNGLASS,TOMMY HILFIGER,58.0,T51S2-1,1.0,,,,,
TH9000_C3_49,SUNGLASS,TOMMY HILFIGER,49.0,T51S2-1,1.0,,11000.0,,11000.0,
TH9000_C4_49,SUNGLASS,TOMMY HILFIGER,49.0,T38S1-1,1.0,,,,,
TH9009_C5_54,SUNGLASS,TOMMY HILFIGER,54.0,T50S3-1,1.0,,,,,
TH826P_C3_52,SUNGLASS,TOMMY HILFIGER,52.0,T50S2-1,1.0,,,,,
TH843_C3_52,,TOMMY HILFIGER,52.0,T51S3-1,1.0,,,,,
TH844_C1S_53,SUNGLASS,TOMMY HILFIGER,53.0,"D3-1,C1R2-1",2.0,,,,,
TH844_C2S_53,SUNGLASS,TOMMY HILFIGER,53.0,"T38S3-1,C1R2-1",2.0,,,,,
TH846_C2S_58,SUNGLASS,TOMMY HILFIGER,58.0,T50S1-1,1.0,,5490.0,,5490.0,
TH846_C8_58,SUNGLASS,TOMMY HILFIGER,58.0,T50S1-1,1.0,,,,,
TH9018_C3_50,SUNGLASS,TOMMY HILFIGER,50.0,T51S1-1,1.0,,11000.0,,11000.0,
TH9018_C4_50,SUNGLASS,TOMMY HILFIGER,50.0,T51S1-1,1.0,,,,,
TH9711_C2_53,SUNGLASS,TOMMY HILFIGER,53.0,T50S3-1,1.0,,,,,
TI_G170PYFL9B-60,SUNGLASS,TITAN EYE+,,T82S1-1,1.0,,3295.0,,3295.0,
VE1210BM_1002_52,FRAME,VERSACE,52.0,NA,0.0,,11500.0,,11500.0,FULL METAL
VE3215_617_52,FRAME,VERSACE,52.0,T73S3-1,1.0,,,,,
VE3253_GB1_53,FRAME,VERSACE,53.0,T73S3-1,1.0,,,,,
VE4321_518213_58,SUNGLASS,VERSACE,58.0,T38S2-1,1.0,,13500.0,,13500.0,
VISION SPRING yellow,FRAME,VISION SPRING,,C8R1-27,27.0,,200.0,,200.0,
VO2660_W65613_58,SUNGLASS,VOGUE,58.0,D8-1,1.0,,,,,
VO2695S_234611_59,SUNGLASS,VOGUE,59.0,DS2-1,1.0,, ,, ,
VO2714_2406_54,FRAME,VOGUE,54.0,C3R2-1,1.0,,4590.0,,4590.0,
VO2714_2406_52,FRAME,VOGUE,52.0,T34S1-1,1.0,,4590.0,,4590.0,
VO2817S_20308F_53,FRAME,VOGUE,53.0,T54S1-1,1.0,,3990.0,,3990.0,
VO2829SM_W4411_58,SUNGLASS,VOGUE,58.0,DS2-1,1.0,,5990.0,,5990.0,
VO2763_2279_53,FRAME,VOGUE,53.0,T73S3-1,1.0,,4590.0,,4590.0,
VO2767_1947_50,FRAME,VOGUE,50.0,T71S1-1,1.0,,3990.0,,3990.0,
VO2787_2306_51,FRAME,VOGUE,,T73S1-1,1.0,,,,,
VO2787_2406_51,FRAME,VOGUE,51.0,C3R2-1,1.0,,4590.0,,4590.0,
VO2787_2406_53,FRAME,VOGUE,53.0,C3R2-1,1.0,,4590.0,,4590.0,
VO2819S_W4411_58,SUNGLASS,VOGUE,58.0,BOX(ALMIRA),1.0,,,,,SCRATCH
VO2843S_227811_56,SUNGLASS,VOGUE,56.0,DS2-1,1.0,,4590.0,,4590.0,
VO2864_2183_52,FRAME,VOGUE,52.0,T34S2-1,1.0,,4990.0,,4990.0,
VO2866_W44_55,,VOGUE,55.0,C3R2-1,1.0,,4590.0,,4590.0,
VO2866_W44_53,FRAME,VOGUE,53.0,T34S3-1,1.0,,4590.0,,4590.0,
VO2870S_235811_52,SUNGLASS,VOGUE,52.0,T52S2-1,1.0,,4290.0,,4290.0,
VO2886_W44_53,FRAME,VOGUE,53.0,C3R2-2,2.0,,4990.0,,4990.0,
VO2894SB_191613_56,SUNGLASS,VOGUE,56.0,"C3R4-2,T54S1-1",3.0,,6690.0,,6690.0,
VO2896_W4411_54,SUNGLASS,VOGUE,54.0,C3R4-2,2.0,,4990.0,,4990.0,
VO2896S_W65613_54,SUNGLASS,VOGUE,54.0,C3R4-1,1.0,,4990.0,,4990.0,
VO2899_W44_51,FRAME,VOGUE,51.0,"C3R2-2,T71S1-1",3.0,,3790.0,,3790.0,
VO2908_W44_53,FRAME,VOGUE,53.0,C3R2-1,1.0,,4990.0,,4990.0,
VO2906_W44_52,FRAME,VOGUE,52.0,"T34S2-1,C3R2-5",6.0,,3790.0,,3790.0,
VO2906_2249_52,FRAME,VOGUE,52.0,"C3R2-3,D11-1,T73S2-1",4.0,,3790.0,,3790.0,DAMAGE-1PCS
VO2915S_W4411_53,SUNGLASS,VOGUE,53.0,C3R4-2,2.0,,4290.0,,4290.0,
VO2915S_226214_53,SUNGLASS,VOGUE,53.0,DS2-1,1.0,,4290.0,,4290.0,
VO2915S_22618H_53,SUNGLASS,VOGUE,53.0,C3R4-2,2.0,,4290.0,,4290.0,
VO2916_W4411_58,,VOGUE,58.0,C3R4-1,1.0,,4990.0,,4990.0,
VO2924BI_2065_51,FRAME,VOGUE,51.0,T34S3-1,1.0,,3590.0,,3590.0,
VO2925B_W44_51,FRAME,VOGUE,51.0,C3R2-2,2.0,,3390.0,,3390.0,
VO2925B_W44_53,FRAME,VOGUE,53.0,C3R2-4,4.0,,3390.0,,3390.0,
VO2925B_2048_53,FRAME,VOGUE,53.0,C3R2-1,1.0,,3490.0,,3490.0,
VO2925BI_2362_51,FRAME,VOGUE,51.0,"C3R2-1,D11-1",2.0,,3390.0,,3390.0,
VO2936_2287_54,FRAME,VOGUE,54.0,T34S3-1,1.0,,4990.0,,4990.0,
VO2937_W44_51,FRAME,VOGUE,51.0,C3R2-1,1.0,,4990.0,,4990.0,
VO2940S_W4471_58,SUNGLASS,VOGUE,58.0,C3R4-3,3.0,,4790.0,,4790.0,
VO2940S_23828F_58,SUNGLASS,VOGUE,58.0,DS2-1,1.0,,4790.0,,4790.0,
VO2940S_229648_58,SUNGLASS,VOGUE,58.0,C3R4-1,1.0,,5290.0,,5290.0,
VO2941S_227913_56,SUNGLASS,VOGUE,56.0,T54S3-1,1.0,,4990.0,,4990.0,
VO2942SB_201148_55,SUNGLASS,VOGUE,55.0,C3R4-1,1.0,,7990.0,,7990.0,
VO2943SB_201148_55,SUNGLASS,VOGUE,55.0,"C3R4-1,DS2-1",2.0,,4990.0,,4990.0,
VO2943SB_W4411_55,SUNGLASS,VOGUE,55.0,C3R4-1,1.0,,6690.0,,6690.0,
VO2950_2048_51,FRAME,VOGUE,51.0,C3R2-1,1.0,,3790.0,,3790.0,
VO2950_2048_53,FRAME,VOGUE,53.0,C3R2-1,1.0,,3490.0,,3490.0,
VO2959S_230213_54,FRAME,VOGUE,54.0,"C3R4-1,T54S3-1",2.0,,4290.0,,4290.0,
VO2961_W827_53,FRAME,VOGUE,53.0,D11-1,1.0,,4990.0,,4990.0,
VO2968_2326_52,FRAME,VOGUE,52.0,T34S1-1,1.0,,4990.0,,4990.0,
VO2993S_W4411_57,SUNGLASS,VOGUE,57.0,C3R4-4,5.0,,5490.0,,5490.0,
VO2993S_W65613_57,SUNGLASS,VOGUE,57.0,C3R4-3,3.0,,5490.0,,5490.0,
VO2998_2386_54,CATEYE FULL SHEET FRAME,VOGUE,54.0,NA,0.0,,5490.0,,5490.0,
VO3768_352_50,FRAME,VOGUE,50.0,T36S2-1,1.0,,3490.0,,3490.0,
VO3838_352S_53,FRAME,VOGUE,53.0,"C3R1-2,T72S1-1",3.0,,3290.0,,3290.0,
VO3843I_756_50,FRAME,VOGUE,50.0,"C3R1-4,T72S1-1",5.0,,3290.0,,3290.0,
VO3843_813_50,FRAME,VOGUE,50.0,"C3R1-3,T72S3-1",4.0,,3090.0,,3090.0,
VO3931I_352_53,FRAME,VOGUE,53.0,C3R1-1,1.0,,3390.0,,3390.0,
VO3947_352_52,FRAME,VOGUE,52.0,NA,0.0,,4290.0,,4290.0,
VO3955B_280_51,FRAME,VOGUE,51.0,"C3R1-1,T36S3-1",2.0,,3390.0,,3390.0,
VO3955B_352_51,FRAME,VOGUE,51.0,"C3R1-10,T36S3-1",11.0,,3290.0,,3290.0,
VO3969_934_50,FRAME,VOGUE,50.0,T72S1-1,1.0,,3390.0,,3390.0,
VO3969_352_50,FRAME,VOGUE,50.0,C3R1-1,1.0,,3390.0,,3390.0,
VO3980_323S_52,FRAME,VOGUE,52.0,T72S2-1,1.0,,3790.0,,3790.0,
VO3980_352S_52,FRAME,VOGUE,52.0,"C3R1-1,T72S3-1",2.0,,3790.0,,3790.0,
VO3981_352_52,FRAME,VOGUE,52.0,C3R1-1,1.0,,4590.0,,4590.0,
VO3981_352_54,CATEYE SUPRA METAL FRAME,VOGUE,54.0,C3R1-1,1.0,,4590.0,,4590.0,
VO3981_548_52,FRAME,VOGUE,52.0,T72S2-1,1.0,,4590.0,,4590.0,
VO3981_979S_52,RECTANGLE SUPRA METAL FRAME,VOGUE,52.0,T72S2-1,1.0,,4590.0,,4590.0,
VO3982SB_84813_58,SUNGLASS,VOGUE,58.0,C4R1-1,1.0,,5990.0,,5990.0,
VO3983S_548S13_58,SUNGLASS,VOGUE,58.0,T53S1-1,1.0,,5490.0,,5490.0,
VO3983S_964S11_58,SUNGLASS,VOGUE,58.0,C3R4-1,1.0,,5490.0,,5490.0,
VO3983S_965S8H_58,SUNGLASS,VOGUE,58.0,DS2-1,1.0,,5490.0,,5490.0,
VO3992_352_53,FRAME,VOGUE,53.0,T72S3-1,1.0,,3490.0,,3490.0,
VO3997S_848T5_58,SUNGLASS,VOGUE,58.0,DS2-1,1.0,,,,,
VO3997S_93413_58,SUNGLASS,VOGUE,58.0,T53S1-1,1.0,,4790.0,,4790.0,
VO3997S_32348_58,SUNGLASS,VOGUE,58.0,T53S2-1,1.0,,5090.0,,5090.0,
VO4002S_99511_55,SUNGLASS,VOGUE,55.0,DS2-1,1.0,,4790.0,,4790.0,
VO4013_352_51,FRAME,VOGUE,51.0,D11-1,1.0,,5290.0,,5290.0,
VO4015B_352_53,FRAME,VOGUE,53.0,D11-1,1.0,,5590.0,,5590.0,
VO4016B_848_51,FRAME,VOGUE,51.0,"C3R1-2,D11-1",3.0,,3890.0,,3890.0,
VO4016B_848_53,FRAME,VOGUE,53.0,C3R1-5,5.0,,3890.0,,3890.0,
VO4024_5025_50,FRAME,VOGUE,50.0,T70S3-1,1.0,,4990.0,,4990.0,
VO4037_280_52,FRAME,VOGUE,52.0,C3R1-1,1.0,,3790.0,,3790.0,
VO4037_352_52,FRAME,VOGUE,52.0,"C3R1-1,T72S2-1",2.0,,3790.0,,3790.0,
VO4038_352_54,FRAME,VOGUE,54.0,"C3R1-1,T36S3-1",2.0,,3790.0,,3790.0,
VO4038_548_54,FRAME,VOGUE,54.0,"C3R1-1,T72S1-1",2.0,,3790.0,,3790.0,
VO4038_5033_54,FRAME,VOGUE,54.0,"T36S2-1,C3R1-1",2.0,,3790.0,,3790.0,
VO4055SI_99613_57,SUNGLASS,VOGUE,57.0,T53S3-1,1.0,,4290.0,,4290.0,
VO4055SI_502214_57,SUNGLASS,VOGUE,57.0,DS2-1,1.0,,4290.0,,4290.0,
VO4083S_84811_55,SUNGLASS,VOGUE,55.0,T53S2-1,1.0,,7190.0,,7190.0,
VO4091BI_84873_56,SUNGLASS,VOGUE,56.0,T53S3-1,1.0,,4390.0,,4390.0,
VO4092B_507514_56,SUNGLASS,VOGUE,56.0,T53S2-1,1.0,,4390.0,,4390.0,
VO4097S_323H7_58,SUNGLASS,VOGUE,58.0,DS2-1,1.0,,5790.0,,5790.0,
VO4097S_28087_58,SUNGLASS,VOGUE,58.0, DS2-1,1.0,,6190.0,,6190.0,
VO4112S_84813_56,SUNGLASS,VOGUE,56.0,T53S3-1,1.0,,6690.0,,6690.0,
VO4112S_50757E_56,SUNGLASS,VOGUE,56.0,C3R4-1,1.0,,6690.0,,6690.0,
VO4119_5078_51,FRAME,VOGUE,51.0,T36S2-1,1.0,,5990.0,,5990.0,
VO4125_5115_53,FRAME,VOGUE,53.0,T70S2-1,1.0,,3890.0,,3890.0,
VO4125I_5116_51,ROUND FRAME,VOGUE,51.0,T70S3-1,1.0,,3890.0,,3890.0,
VO4125I_5116_53,FRAME,VOGUE,53.0,T36S3-1,1.0,,3890.0,,3890.0,
VO4138S_28069_56,SUNGLASS,VOGUE,56.0,T52S3-1,1.0,,7190.0,,7190.0,
VO4139SB_50758Z_54,SUNGLASS,VOGUE,54.0,NA,0.0,,7190.0,,7190.0,
VO4140_5078_53,FRAME,VOGUE,53.0,C3R4-1,1.0,,6890.0,,6890.0,
VO5002_W44_52,FRAME,VOGUE,52.0,C3R3-1,1.0,,6390.0,,6390.0,
VO5007B_W4411_58,SUNGLASS,VOGUE,58.0,C3R4-1,1.0,,,,,
VO5009BI_16478H_58,SUNGLASS,VOGUE,58.0,T54S2-1,1.0,,3990.0,,3990.0,
VO5010I_W44_51,FRAME,VOGUE,51.0,C3R3-2,2.0,,3890/3990,,3890/3990,
VO5010I_W44_53,FRAME,VOGUE,53.0,C3R3-2,2.0,,3990/3890,,3990/3890,
VO5010_W656_51,FRAME,VOGUE,51.0,T71S1-1,1.0,,4090.0,,4090.0,
VO5010_2395_51,FRAME,VOGUE,51.0,C3R3-1,1.0,,4090.0,,4090.0,
VO5030_W827_53,FRAME,VOGUE,53.0,C3R3-2,2.0,,4990.0,,4990.0,
VO5042_1647_53,FRAME,VOGUE,53.0,T71S2-1,1.0,,3590.0,,3590.0,
VO5061SB_W4487_53,SUNGLASS,VOGUE,53.0,C3R4-1,1.0,,5590.0,,5590.0,
VO5118SI_W4411_57,SUNGLASS,VOGUE,57.0,"C4R1-2,DS2-1",3.0,,3990.0,,3990.0,
VO5119S_W65613_56,SUNGLASS,VOGUE,56.0,"T53S1-1,C4R1-2",3.0,,4290.0,,4290.0,
VO5119S_W445A_56,SUNGLASS,VOGUE,56.0,NA,1.0,,4290.0,,4290.0,
VO5134S_25318H_55,SUNGLASS,VOGUE,55.0,C4R1-1,1.0,,5290.0,,5290.0,
VO5137S_W65613_55,SUNGLASS,VOGUE,55.0,C4R1-1,1.0,,5990.0,,5990.0,
VO5148B_2539_53,FRAME,VOGUE,53.0,D11-1,1.0,,3790.0,,3790.0,
VO5153_2593_51,FRAME,VOGUE,51.0,T71S3-1,1.0,,5690.0,,5690.0,
VO5164S_W4411_52,SUNGLASS,VOGUE,52.0,C4R1-1,1.0,,6190.0,,6190.0,
VO5166S_256613_51,SUNGLASS,VOGUE,51.0,T54S2-1,1.0,,5590.0,,5590.0,
VO5166_W6565R_51,SUNGLASS,VOGUE,51.0,C4R1-1,1.0,,5590.0,,5590.0,
VO5167S_2621_50,FRAME,VOGUE,50.0,C3R2-1,1.0,,5490.0,,5490.0,
VO5183S_W4411_58,SUNGLASS,VOGUE,58.0,C4R1-1,1.0,,4290.0,,4290.0,
VO5204_2477_52,FRAME,VOGUE,52.0,C3R2-2,2.0,,4090.0,,4090.0,
VO5205S_25547E_62,SUNGLASS,VOGUE,62.0,T54S3-1,1.0,,5590.0,,5590.0,
VO5211S_W4487_54,SUNGLASS,VOGUE,54.0,C4R1-2,2.0,,7190.0,,7190.0,
VO5211S_W4411_54,SUNGLASS,VOGUE,54.0,"C4R1-1,T54S1-1",2.0,,7190.0,,7190.0,
VO5212S_W65613_55,SUNGLASS,VOGUE,55.0,"C4R1-1,T53S1-1",2.0,,6190.0,,6190.0,
VO5215S_23860L_51,SUNGLASS,VOGUE,51.0,T54S2-1,1.0,,5090.0,,5090.0,
VO5216BI_W44_51,FRAME,VOGUE,51.0,C3R3-2,2.0,,4290.0,,4290.0,
VO5216BI_W656_51,SUNGLASS,VOGUE,51.0,"T36S2-1,T34S2-1",2.0,,4290.0,,4290.0,
VO5243SB_266920_53,SUNGLASS,VOGUE,53.0,T54S3-1,1.0,,6690.0,,6690.0,
VO5280SB_260569_57,SUNGLASS,VOGUE,57.0,C4R1-1,1.0,,7190.0,,7190.0,
VO5280SB_272276_57,SUNGLASS,VOGUE,57.0,T52S3-1,1.0,,7190.0,,7190.0,
VO5283S_260513_54,SUNGLASS,VOGUE,54.0,C4R1-1,1.0,,7190.0,,7190.0,
VO5283S_27248Z_54,SUNGLASS,VOGUE,54.0,T52S3-1,1.0,,7190.0,,7190.0,
VO5283S_27236V_54,SUNGLASS,VOGUE,54.0,D8-1,1.0,,7190.0,,7190.0,
VO5283_272573_54,SUNGLASS,VOGUE,54.0,T52S2-1,1.0,,7190.0,,7190.0,
VO5284S_27210K_32,SUNGLASS,VOGUE,32.0,C4R1-1,1.0,,7190.0,,7190.0,
VO5284S_27206V_32,SUNGLASS,VOGUE,32.0,T54S1-1,1.0,,7190.0,,7190.0,
VO5284S_W4487_32,SUNGLASS,VOGUE,32.0,C4R1-1,1.0,,5490.0,,5490.0,
VO5268I_W44_51,ROUND FRAME,VOGUE,51.0,"C3R3-2,T71S2-1",3.0,,3890.0,,3890.0,
VO5268I_W656_51,,VOGUE,51.0,"C3R3-3,T34S3-1",4.0,,3890.0,,3890.0,
VO5227I_W44_52,FRAME,VOGUE,52.0,C3R3-3,3.0,,3890.0,,3890.0,
VO5227I_W656_52,FRAME,VOGUE,52.0,C3R3-4,4.0,,3890.0,,3890.0,
VO5227I_2362_52,CATEYE FRAME,VOGUE,52.0,C3R3-1,1.0,,3890.0,,3890.0,
VO5242S_W4411_50,,VOGUE,50.0,NA,0.0,,5590.0,,5590.0,
VO5242S_W65613_50,SUNGLASS,VOGUE,50.0,NA,0.0,,5590.0,,5590.0,
VO5247I_2395_49,ROUND FULL SHEET FRAME,VOGUE,49.0,T71S3-1,1.0,,3890.0,,3890.0,
VO5247_W656_49,FRAME,VOGUE,49.0,T34S2-1,1.0,,3890.0,,3890.0,
VO5247I_W44_49,FRAME,VOGUE,49.0,"C3R2-2,T71S3-1",3.0,,3890.0,,3890.0,
VO5247I_1647_49,ROUND FULL SHEET FRAME,VOGUE,49.0,T71S3-1,1.0,,3890.0,,3890.0,
VO4104_2807A_57,SUNGLASS,VOGUE,57.0,T53S2-1,1.0,,6190.0,,6190.0,
VO4106_84813_55,SUNGLASS,VOGUE,55.0, DS2-1,1.0,,7190.0,,7190.0,
VO4125I_5078_51,FRAME,VOGUE,51.0,NA,0.0,,3890.0,,3890.0,
VO4125I_5078_53,CATEYE FULL METAL FRAME,VOGUE,53.0,NA,0.0,,3890.0,,3890.0,
VO4125I_352_51,CATEYE FULL METAL FRAME,VOGUE,51.0,D11-1,1.0,,3890.0,,3890.0,
VO4125_352_53,FRAME,VOGUE,53.0,T70S2-1,1.0,,3890.0,,3890.0,
VO4128_323_50,CATEYE FULL METAL FRAME,VOGUE,50.0,NA,0.0,,4990.0,,4990.0,
VO4128_323_52,CATEYE FULL METAL FRAME,VOGUE,52.0,NA,0.0,,4990.0,,4990.0,
VO4128_848_50,CATEYE FULL METAL FRAME,VOGUE,50.0,"C3R1-1,T70S1-1",2.0,,4990.0,,4990.0,Return
